timestamp,customer_id,assignment,stratum,tenure_group,revenue_tier,tenure_months,monthly_charges
2026-02-27T13:39:01.483551,MTM_0067,5,established_high,established,high,7,68.45042974523952
2026-02-27T13:39:01.484229,MTM_0068,6,established_high,established,high,18,88.41477862304677
2026-02-27T13:39:01.485525,MTM_0069,5,early_low,early,low,6,50.39211219460091
2026-02-27T13:39:01.487721,MTM_0070,1,established_high,established,high,7,63.910284063842404
2026-02-27T13:39:01.489476,MTM_0071,4,established_high,established,high,12,96.94874389548316
2026-02-27T13:39:01.491054,MTM_0072,7,early_low,early,low,6,42.71824058632267
2026-02-27T13:39:01.491746,MTM_0073,0,established_high,established,high,12,77.55159494285418
2026-02-27T13:39:01.493917,MTM_0074,3,early_high,early,high,3,72.36264690400375
2026-02-27T13:39:01.495534,MTM_0075,1,established_low,established,low,15,49.77606562488578
2026-02-27T13:39:01.497973,MTM_0076,7,established_high,established,high,18,78.54515669237894
2026-02-27T13:39:01.499059,MTM_0077,7,established_high,established,high,19,92.03193601330022
2026-02-27T13:39:01.499823,MTM_0078,5,established_high,established,high,22,74.52845067255274
2026-02-27T13:39:01.500757,MTM_0079,4,established_high,established,high,20,74.402022500316
2026-02-27T13:39:01.501565,MTM_0080,0,early_high,early,high,3,67.495173429491
2026-02-27T13:39:01.502375,MTM_0081,1,established_high,established,high,21,89.23836854463732
2026-02-27T13:39:01.503224,MTM_0082,3,established_high,established,high,14,63.16615826804645
2026-02-27T13:39:01.504383,MTM_0083,7,early_high,early,high,3,79.08908631146728
2026-02-27T13:39:01.505024,MTM_0084,3,established_low,established,low,13,51.74746808735779
2026-02-27T13:39:01.505706,MTM_0085,6,early_low,early,low,4,55.641671694154184
2026-02-27T13:39:01.506537,MTM_0086,4,established_low,established,low,9,47.08988965729937
2026-02-27T13:39:01.508307,MTM_0087,6,established_high,established,high,23,60.900196267191845
2026-02-27T13:39:01.509097,MTM_0088,2,established_high,established,high,13,92.64832081162318
2026-02-27T13:39:01.509761,MTM_0089,4,early_high,early,high,6,65.07676190293472
2026-02-27T13:39:01.510479,MTM_0090,4,early_low,early,low,6,50.64637262678337
2026-02-27T13:39:01.511182,MTM_0091,2,established_high,established,high,11,74.1112170249975
2026-02-27T13:39:01.511953,MTM_0092,5,early_high,early,high,5,99.4303085200404
2026-02-27T13:39:01.512836,MTM_0093,0,established_high,established,high,19,72.0596484118338
2026-02-27T13:39:01.513515,MTM_0094,3,established_high,established,high,16,80.6061942654582
2026-02-27T13:39:01.514162,MTM_0095,6,established_high,established,high,22,74.40627328739717
2026-02-27T13:39:01.514788,MTM_0096,1,established_low,established,low,17,44.99706467171558
2026-02-27T13:39:01.515368,MTM_0097,2,established_low,established,low,7,57.592646301883875
2026-02-27T13:39:01.515942,MTM_0098,3,established_high,established,high,22,80.35110736462231
2026-02-27T13:39:01.516742,MTM_0099,6,early_high,early,high,6,96.77167257290141
2026-02-27T13:39:01.517512,MTM_0100,5,established_high,established,high,18,87.37708856767324
2026-02-27T13:39:01.518282,MTM_0101,4,established_high,established,high,15,95.85574634123756
2026-02-27T13:39:01.518905,MTM_0102,2,established_high,established,high,9,99.75587452181975
2026-02-27T13:39:01.520505,MTM_0103,7,established_high,established,high,7,84.22213340746053
2026-02-27T13:39:01.521468,MTM_0104,7,established_high,established,high,13,82.34988903272168
2026-02-27T13:39:01.523267,MTM_0105,4,established_low,established,low,17,48.57950092317015
2026-02-27T13:39:01.524707,MTM_0106,0,established_high,established,high,12,90.21783245424243
2026-02-27T13:39:01.526035,MTM_0107,2,established_low,established,low,19,46.067360567367416
2026-02-27T13:39:01.526897,MTM_0108,1,established_high,established,high,9,65.56548850281646
2026-02-27T13:39:01.527604,MTM_0109,5,established_low,established,low,10,44.365780381851614
2026-02-27T13:39:01.528190,MTM_0110,5,established_high,established,high,20,93.5138145266066
2026-02-27T13:39:01.528905,MTM_0111,0,early_low,early,low,4,44.880926838513986
2026-02-27T13:39:01.529572,MTM_0112,0,established_low,established,low,7,53.99368434547167
2026-02-27T13:39:01.530265,MTM_0113,6,established_high,established,high,10,62.45624774536722
2026-02-27T13:39:01.531122,MTM_0114,2,early_high,early,high,3,92.821598118305
2026-02-27T13:39:01.532177,MTM_0115,2,established_high,established,high,19,96.83491464303152
2026-02-27T13:39:01.533315,MTM_0116,4,established_high,established,high,15,85.2026911155365
2026-02-27T13:39:01.534406,MTM_0117,1,established_high,established,high,8,82.49087173499198
2026-02-27T13:39:01.535189,MTM_0118,0,established_high,established,high,21,86.6288149556462
2026-02-27T13:39:01.535950,MTM_0119,3,established_low,established,low,10,47.05157480662629
2026-02-27T13:39:01.536835,MTM_0120,4,established_high,established,high,11,84.65269941659787
2026-02-27T13:39:01.537525,MTM_0121,1,early_high,early,high,5,75.00212590582957
2026-02-27T13:39:01.538188,MTM_0122,7,established_low,established,low,19,44.97347930160125
2026-02-27T13:39:01.539002,MTM_0123,1,early_low,early,low,3,53.41575031116716
2026-02-27T13:39:01.539802,MTM_0124,5,established_high,established,high,8,88.12655494160404
2026-02-27T13:39:01.540438,MTM_0125,7,established_high,established,high,15,98.19272960245834
2026-02-27T13:39:01.541136,MTM_0126,1,established_high,established,high,17,93.46858682188426
2026-02-27T13:39:01.542872,MTM_0127,0,established_high,established,high,24,95.47859981341576
2026-02-27T13:39:01.544118,MTM_0128,7,established_low,established,low,7,55.17941007935447
2026-02-27T13:39:01.544979,MTM_0129,3,established_high,established,high,21,98.15815213714593
2026-02-27T13:39:01.545779,MTM_0130,1,established_low,established,low,20,49.97292591455518
2026-02-27T13:39:01.547057,MTM_0131,2,established_high,established,high,19,81.74492133907702
2026-02-27T13:39:01.548031,MTM_0132,4,early_high,early,high,3,77.6534848050438
2026-02-27T13:39:01.548946,MTM_0133,6,established_high,established,high,24,63.05210988275319
2026-02-27T13:39:01.550005,MTM_0134,0,established_low,established,low,13,56.85779137553382
2026-02-27T13:39:01.550661,MTM_0135,7,established_high,established,high,18,93.41582703345497
2026-02-27T13:39:01.551310,MTM_0136,6,established_low,established,low,14,46.40536395615306
2026-02-27T13:39:01.552024,MTM_0137,5,established_low,established,low,23,56.64287097886796
2026-02-27T13:39:01.553637,MTM_0138,4,early_high,early,high,6,67.82190429639893
2026-02-27T13:39:01.554312,MTM_0139,6,established_low,established,low,20,55.956275497854335
2026-02-27T13:39:01.555061,MTM_0140,1,established_high,established,high,7,98.46368845996999
2026-02-27T13:39:01.555950,MTM_0141,4,established_low,established,low,24,41.93895706657903
2026-02-27T13:39:01.557146,MTM_0142,3,established_low,established,low,15,49.89005566822006
2026-02-27T13:39:01.558008,MTM_0143,6,early_high,early,high,3,86.65613702411353
2026-02-27T13:39:01.558904,MTM_0144,6,established_high,established,high,20,99.23656775889667
2026-02-27T13:39:01.560421,MTM_0145,4,established_high,established,high,19,62.604338196276444
2026-02-27T13:39:01.561426,MTM_0146,5,established_high,established,high,24,89.74985324239087
2026-02-27T13:39:01.563235,MTM_0147,3,established_high,established,high,19,90.29972228266827
2026-02-27T13:39:01.565772,MTM_0148,3,early_low,early,low,4,42.20931205815948
2026-02-27T13:39:01.566529,MTM_0149,6,early_low,early,low,3,40.82031788961984
2026-02-27T13:39:01.567633,MTM_0150,2,established_high,established,high,8,81.50286383013473
2026-02-27T13:39:01.568863,MTM_0151,1,established_high,established,high,7,99.98306039716783
2026-02-27T13:39:01.570432,MTM_0152,4,established_high,established,high,15,76.3704780670528
2026-02-27T13:39:01.571894,MTM_0153,7,early_high,early,high,3,80.3020410643514
2026-02-27T13:39:01.573217,MTM_0154,2,early_high,early,high,4,61.48976308197043
2026-02-27T13:39:01.574194,MTM_0155,6,established_low,established,low,10,41.3310845218181
2026-02-27T13:39:01.575417,MTM_0156,5,early_high,early,high,4,68.57264180734084
2026-02-27T13:39:01.576146,MTM_0157,3,early_high,early,high,5,71.2098100667196
2026-02-27T13:39:01.577220,MTM_0158,6,established_high,established,high,14,88.98314411278375
2026-02-27T13:39:01.578395,MTM_0159,0,established_high,established,high,14,73.65627829212318
2026-02-27T13:39:01.579191,MTM_0160,3,established_low,established,low,19,48.04091370703844
2026-02-27T13:39:01.579846,MTM_0161,3,established_high,established,high,17,65.2321467199045
2026-02-27T13:39:01.581828,MTM_0162,7,established_high,established,high,7,77.21857308120788
2026-02-27T13:39:01.583945,MTM_0163,3,early_high,early,high,4,88.30268005116172
2026-02-27T13:39:01.584849,MTM_0164,7,established_low,established,low,9,48.18228853520618
2026-02-27T13:39:01.585477,MTM_0165,0,early_high,early,high,4,61.03525352839582
2026-02-27T13:39:01.586202,MTM_0166,0,early_high,early,high,4,78.19865929733696
2026-02-27T13:39:01.588040,MTM_0167,4,established_high,established,high,17,66.24849532142375
2026-02-27T13:39:01.590457,MTM_0168,1,early_high,early,high,4,60.89532802139802
2026-02-27T13:39:01.591419,MTM_0169,0,established_high,established,high,8,67.05462684496626
2026-02-27T13:39:01.592178,MTM_0170,7,established_high,established,high,17,63.79256693927621
2026-02-27T13:39:01.592953,MTM_0171,5,established_high,established,high,12,91.7418225248047
2026-02-27T13:39:01.593719,MTM_0172,5,established_high,established,high,7,87.78830654043264
2026-02-27T13:39:01.594404,MTM_0173,6,established_high,established,high,12,95.59525750968966
2026-02-27T13:39:01.595141,MTM_0174,3,established_high,established,high,12,86.13506447892385
2026-02-27T13:39:01.596134,MTM_0175,2,established_high,established,high,22,67.54814537429567
2026-02-27T13:39:01.597466,MTM_0176,7,early_high,early,high,4,77.24834106532548
2026-02-27T13:39:01.598496,MTM_0177,3,early_low,early,low,4,59.72509661725049
2026-02-27T13:39:01.599200,MTM_0178,1,established_high,established,high,13,74.77899606830431
2026-02-27T13:39:01.600190,MTM_0179,7,established_low,established,low,13,44.551799686519836
2026-02-27T13:39:01.601535,MTM_0180,6,established_low,established,low,18,49.11416161073766
2026-02-27T13:39:01.603275,MTM_0181,2,established_high,established,high,24,81.8600544218159
2026-02-27T13:39:01.604146,MTM_0182,1,early_low,early,low,6,50.91280506394869
2026-02-27T13:39:01.604887,MTM_0183,5,early_high,early,high,5,92.45905629126503
2026-02-27T13:39:01.605673,MTM_0184,5,established_low,established,low,8,47.238152266036046
2026-02-27T13:39:01.606624,MTM_0185,7,established_high,established,high,11,61.35948905631917
2026-02-27T13:39:01.607379,MTM_0186,2,early_high,early,high,6,88.37207678758368
2026-02-27T13:39:01.608122,MTM_0187,1,established_high,established,high,19,75.83668493532583
2026-02-27T13:39:01.609286,MTM_0188,0,established_low,established,low,22,52.56095940020262
2026-02-27T13:39:01.610182,MTM_0189,2,established_low,established,low,24,54.16699198704426
2026-02-27T13:39:01.610864,MTM_0190,3,established_high,established,high,16,67.75208296798887
2026-02-27T13:39:01.611701,MTM_0191,1,established_low,established,low,15,43.74048175067449
2026-02-27T13:39:01.612395,MTM_0192,2,established_high,established,high,21,82.80097515307315
2026-02-27T13:39:01.613605,MTM_0193,1,established_high,established,high,17,90.66644035801772
2026-02-27T13:39:01.614553,MTM_0194,2,established_high,established,high,13,71.92680911591894
2026-02-27T13:39:01.615163,MTM_0195,7,established_high,established,high,15,92.0328988644834
2026-02-27T13:39:01.616035,MTM_0196,3,established_high,established,high,8,71.9570359873014
2026-02-27T13:39:01.616723,MTM_0197,5,established_low,established,low,17,46.292149991948854
2026-02-27T13:39:01.617322,MTM_0198,1,established_low,established,low,7,50.93703270855748
2026-02-27T13:39:01.617906,MTM_0199,2,established_low,established,low,9,59.3247499349907
2026-02-27T13:39:01.618560,MTM_0200,0,established_low,established,low,9,45.352259722723375
2026-02-27T13:54:35.803850,MTM_0001,0,established_high,established,high,18,87.90070749907306
2026-02-27T13:54:35.805314,MTM_0002,3,established_high,established,high,11,81.45626428614796
2026-02-27T13:54:35.806054,MTM_0003,6,established_high,established,high,9,96.20379932420407
2026-02-27T13:54:35.806947,MTM_0004,5,early_high,early,high,3,80.54140702235685
2026-02-27T13:54:35.807677,MTM_0005,2,established_high,established,high,7,94.02508342979982
2026-02-27T13:54:35.808738,MTM_0006,3,established_low,established,low,11,56.73228115553091
2026-02-27T13:54:35.810213,MTM_0007,5,established_low,established,low,18,46.08829257196193
2026-02-27T13:54:35.811065,MTM_0008,5,early_high,early,high,5,98.41983020531904
2026-02-27T13:54:35.812519,MTM_0009,2,established_low,established,low,20,49.64848308504992
2026-02-27T13:54:35.813139,MTM_0010,4,established_high,established,high,20,69.1368252151736
2026-02-27T13:54:35.813717,MTM_0011,2,early_high,early,high,5,79.11767557015604
2026-02-27T13:54:35.814641,MTM_0012,0,established_low,established,low,11,50.555515160640724
2026-02-27T13:54:35.815246,MTM_0013,4,early_low,early,low,6,54.23494524980801
2026-02-27T13:54:35.815833,MTM_0014,3,established_high,established,high,16,75.39225085363263
2026-02-27T13:54:35.816623,MTM_0015,7,established_high,established,high,8,63.58586348000563
2026-02-27T13:54:35.817431,MTM_0016,0,established_high,established,high,24,94.36592726311324
2026-02-27T13:54:35.818064,MTM_0017,2,early_high,early,high,4,61.00470446168054
2026-02-27T13:54:35.819046,MTM_0018,6,early_high,early,high,3,74.61423307758155
2026-02-27T13:54:35.819777,MTM_0019,5,early_low,early,low,3,51.71457926788267
2026-02-27T13:54:35.820667,MTM_0020,4,established_low,established,low,18,56.846341746451344
2026-02-27T13:54:35.821259,MTM_0021,0,early_high,early,high,5,86.11324085837853
2026-02-27T13:54:35.821825,MTM_0022,7,established_high,established,high,19,99.67303064784046
2026-02-27T13:54:35.822421,MTM_0023,6,established_high,established,high,16,94.89186341322691
2026-02-27T13:54:35.827490,MTM_0024,3,early_high,early,high,5,84.86312643384484
2026-02-27T13:54:35.828744,MTM_0025,1,established_high,established,high,7,95.69911375526353
2026-02-27T13:54:35.829827,MTM_0026,1,established_high,established,high,19,73.1658980101294
2026-02-27T13:54:35.830945,MTM_0027,1,early_high,early,high,5,98.81989502296274
2026-02-27T13:54:35.831799,MTM_0028,4,established_low,established,low,22,57.66693352417514
2026-02-27T13:54:35.832445,MTM_0029,7,established_low,established,low,23,51.45466186902076
2026-02-27T13:54:35.833580,MTM_0030,7,early_low,early,low,3,59.01532030937666
2026-02-27T13:54:35.834409,MTM_0031,2,established_high,established,high,20,73.40807574750102
2026-02-27T13:54:35.835018,MTM_0032,5,established_high,established,high,24,81.76178780049838
2026-02-27T13:54:35.835576,MTM_0033,6,established_low,established,low,10,44.22496785097263
2026-02-27T13:54:35.836116,MTM_0034,5,established_high,established,high,20,76.90043360195018
2026-02-27T13:54:35.836652,MTM_0035,4,established_high,established,high,24,61.51880687776983
2026-02-27T13:54:35.837183,MTM_0036,6,established_high,established,high,12,92.64238431567733
2026-02-27T13:54:35.837732,MTM_0037,5,established_high,established,high,9,70.09097768123198
2026-02-27T13:54:35.838291,MTM_0038,5,established_low,established,low,15,51.65643721072254
2026-02-27T13:54:35.839322,MTM_0039,2,established_high,established,high,10,82.11801263546221
2026-02-27T13:54:35.841450,MTM_0040,0,established_low,established,low,18,43.046111862363816
2026-02-27T13:54:35.842362,MTM_0041,1,established_high,established,high,21,60.27970941109215
2026-02-27T13:54:35.843550,MTM_0042,0,early_low,early,low,4,45.63891639045214
2026-02-27T13:54:35.844378,MTM_0043,6,established_low,established,low,24,59.68916004848391
2026-02-27T13:54:35.845181,MTM_0044,6,established_high,established,high,24,75.44999563414065
2026-02-27T13:54:35.846027,MTM_0045,2,established_low,established,low,24,55.01508163095184
2026-02-27T13:54:35.847133,MTM_0046,7,established_high,established,high,12,89.3560336395795
2026-02-27T13:54:35.847942,MTM_0047,1,established_high,established,high,24,72.22494563179933
2026-02-27T13:54:35.848622,MTM_0048,0,established_high,established,high,7,71.33459560328826
2026-02-27T13:54:35.849414,MTM_0049,3,established_low,established,low,23,56.29257494918451
2026-02-27T13:54:35.850052,MTM_0050,4,established_high,established,high,14,77.37342854914002
2026-02-27T13:54:35.850810,MTM_0051,7,early_high,early,high,6,90.52138450071888
2026-02-27T13:54:35.851552,MTM_0052,3,established_high,established,high,22,64.68123430340071
2026-02-27T13:54:35.852247,MTM_0053,6,early_high,early,high,5,78.2457940898924
2026-02-27T13:54:35.852872,MTM_0054,1,established_low,established,low,22,47.96472533457819
2026-02-27T13:54:35.854806,MTM_0055,2,established_high,established,high,20,70.97802089807172
2026-02-27T13:54:35.858518,MTM_0056,5,established_high,established,high,21,87.71117168612221
2026-02-27T13:54:35.859446,MTM_0057,4,established_high,established,high,21,66.33828524233817
2026-02-27T13:54:35.860632,MTM_0058,7,established_low,established,low,7,51.0600204598822
2026-02-27T13:54:35.861632,MTM_0059,7,established_high,established,high,11,81.30999404592198
2026-02-27T13:54:35.862314,MTM_0060,2,early_low,early,low,3,50.39765920425074
2026-02-27T13:54:35.863082,MTM_0061,1,early_high,early,high,3,66.54113378386627
2026-02-27T13:54:35.863769,MTM_0062,3,established_high,established,high,24,82.87575536200374
2026-02-27T13:54:35.864423,MTM_0063,0,established_high,established,high,10,96.07683984038259
2026-02-27T13:54:35.865040,MTM_0064,4,early_high,early,high,3,97.29191683979164
2026-02-27T13:54:35.865679,MTM_0065,0,established_high,established,high,9,79.42667971001
2026-02-27T13:54:35.866373,MTM_0066,3,established_high,established,high,16,98.77063171729051
2026-02-27T13:54:35.866999,MTM_0067,5,established_high,established,high,7,68.45042974523952
2026-02-27T13:54:35.867615,MTM_0068,6,established_high,established,high,18,88.41477862304677
2026-02-27T13:54:35.872011,MTM_0069,5,early_low,early,low,6,50.39211219460091
2026-02-27T13:54:35.873350,MTM_0070,1,established_high,established,high,7,63.910284063842404
2026-02-27T13:54:35.874087,MTM_0071,4,established_high,established,high,12,96.94874389548316
2026-02-27T13:54:35.875859,MTM_0072,7,early_low,early,low,6,42.71824058632267
2026-02-27T13:54:35.877511,MTM_0073,0,established_high,established,high,12,77.55159494285418
2026-02-27T13:54:35.878189,MTM_0074,3,early_high,early,high,3,72.36264690400375
2026-02-27T13:54:35.878854,MTM_0075,1,established_low,established,low,15,49.77606562488578
2026-02-27T13:54:35.879629,MTM_0076,7,established_high,established,high,18,78.54515669237894
2026-02-27T13:54:35.880450,MTM_0077,7,established_high,established,high,19,92.03193601330022
2026-02-27T13:54:35.881135,MTM_0078,5,established_high,established,high,22,74.52845067255274
2026-02-27T13:54:35.881759,MTM_0079,4,established_high,established,high,20,74.402022500316
2026-02-27T13:54:35.884341,MTM_0080,0,early_high,early,high,3,67.495173429491
2026-02-27T13:54:35.887585,MTM_0081,1,established_high,established,high,21,89.23836854463732
2026-02-27T13:54:35.889728,MTM_0082,3,established_high,established,high,14,63.16615826804645
2026-02-27T13:54:35.891116,MTM_0083,7,early_high,early,high,3,79.08908631146728
2026-02-27T13:54:35.893310,MTM_0084,3,established_low,established,low,13,51.74746808735779
2026-02-27T13:54:35.894351,MTM_0085,6,early_low,early,low,4,55.641671694154184
2026-02-27T13:54:35.895273,MTM_0086,4,established_low,established,low,9,47.08988965729937
2026-02-27T13:54:35.896993,MTM_0087,6,established_high,established,high,23,60.900196267191845
2026-02-27T13:54:35.899764,MTM_0088,2,established_high,established,high,13,92.64832081162318
2026-02-27T13:54:35.901949,MTM_0089,4,early_high,early,high,6,65.07676190293472
2026-02-27T13:54:35.903586,MTM_0090,4,early_low,early,low,6,50.64637262678337
2026-02-27T13:54:35.904715,MTM_0091,2,established_high,established,high,11,74.1112170249975
2026-02-27T13:54:35.906567,MTM_0092,5,early_high,early,high,5,99.4303085200404
2026-02-27T13:54:35.908072,MTM_0093,0,established_high,established,high,19,72.0596484118338
2026-02-27T13:54:35.912831,MTM_0094,3,established_high,established,high,16,80.6061942654582
2026-02-27T13:54:35.921276,MTM_0095,6,established_high,established,high,22,74.40627328739717
2026-02-27T13:54:35.924939,MTM_0096,1,established_low,established,low,17,44.99706467171558
2026-02-27T13:54:35.927118,MTM_0097,2,established_low,established,low,7,57.592646301883875
2026-02-27T13:54:35.928250,MTM_0098,3,established_high,established,high,22,80.35110736462231
2026-02-27T13:54:35.929259,MTM_0099,6,early_high,early,high,6,96.77167257290141
2026-02-27T13:54:35.930083,MTM_0100,5,established_high,established,high,18,87.37708856767324
2026-02-27T13:54:35.930831,MTM_0101,4,established_high,established,high,15,95.85574634123756
2026-02-27T13:54:35.931576,MTM_0102,2,established_high,established,high,9,99.75587452181975
2026-02-27T13:54:35.932239,MTM_0103,7,established_high,established,high,7,84.22213340746053
2026-02-27T13:54:35.933075,MTM_0104,7,established_high,established,high,13,82.34988903272168
2026-02-27T13:54:35.934018,MTM_0105,4,established_low,established,low,17,48.57950092317015
2026-02-27T13:54:35.934748,MTM_0106,0,established_high,established,high,12,90.21783245424243
2026-02-27T13:54:35.935451,MTM_0107,2,established_low,established,low,19,46.067360567367416
2026-02-27T13:54:35.936233,MTM_0108,1,established_high,established,high,9,65.56548850281646
2026-02-27T13:54:35.940222,MTM_0109,5,established_low,established,low,10,44.365780381851614
2026-02-27T13:54:35.941056,MTM_0110,5,established_high,established,high,20,93.5138145266066
2026-02-27T13:54:35.941826,MTM_0111,0,early_low,early,low,4,44.880926838513986
2026-02-27T13:54:35.942485,MTM_0112,0,established_low,established,low,7,53.99368434547167
2026-02-27T13:54:35.943120,MTM_0113,6,established_high,established,high,10,62.45624774536722
2026-02-27T13:54:35.944043,MTM_0114,2,early_high,early,high,3,92.821598118305
2026-02-27T13:54:35.944797,MTM_0115,2,established_high,established,high,19,96.83491464303152
2026-02-27T13:54:35.945702,MTM_0116,4,established_high,established,high,15,85.2026911155365
2026-02-27T13:54:35.947126,MTM_0117,1,established_high,established,high,8,82.49087173499198
2026-02-27T13:54:35.947886,MTM_0118,0,established_high,established,high,21,86.6288149556462
2026-02-27T13:54:35.948608,MTM_0119,3,established_low,established,low,10,47.05157480662629
2026-02-27T13:54:35.952684,MTM_0120,4,established_high,established,high,11,84.65269941659787
2026-02-27T13:54:35.954471,MTM_0121,1,early_high,early,high,5,75.00212590582957
2026-02-27T13:54:35.955865,MTM_0122,7,established_low,established,low,19,44.97347930160125
2026-02-27T13:54:35.956889,MTM_0123,1,early_low,early,low,3,53.41575031116716
