timestamp,customer_id,assignment,stratum,internet_service,contract_type
2026-02-28T18:06:42.501713,CUST_0066,0,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.502259,CUST_0067,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.507887,CUST_0068,0,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.511109,CUST_0069,1,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.512868,CUST_0070,3,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.520960,CUST_0071,2,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.522922,CUST_0072,2,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.524639,CUST_0073,1,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.525378,CUST_0074,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.525964,CUST_0075,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.527113,CUST_0076,0,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.528111,CUST_0077,3,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.538587,CUST_0078,0,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.539680,CUST_0079,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.540489,CUST_0080,0,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.547754,CUST_0081,3,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.549280,CUST_0082,2,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.556394,CUST_0083,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.559862,CUST_0084,2,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.564716,CUST_0085,3,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.566112,CUST_0086,0,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.566912,CUST_0087,2,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.568467,CUST_0088,1,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.592368,CUST_0089,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.593529,CUST_0090,0,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.594272,CUST_0091,0,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.597038,CUST_0092,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.603524,CUST_0093,0,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.604639,CUST_0094,0,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.605532,CUST_0095,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.607124,CUST_0096,3,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.609481,CUST_0097,2,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.610170,CUST_0098,3,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.612839,CUST_0099,3,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.614372,CUST_0100,1,DSL_MTM,DSL,MTM
