timestamp,customer_id,assignment,stratum,internet_service,contract_type
2026-02-27T13:39:00.165487,CUST_0040,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.166314,CUST_0041,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.168383,CUST_0042,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.171449,CUST_0043,2,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.173629,CUST_0044,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.175474,CUST_0045,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.176799,CUST_0046,1,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.178994,CUST_0047,3,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.179838,CUST_0048,0,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.180375,CUST_0049,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.180997,CUST_0050,1,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.181820,CUST_0051,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.185121,CUST_0052,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.186566,CUST_0053,0,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.187480,CUST_0054,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.188960,CUST_0055,3,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.190995,CUST_0056,2,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.192249,CUST_0057,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.193186,CUST_0058,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.194481,CUST_0059,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.196147,CUST_0060,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.197151,CUST_0061,3,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.198269,CUST_0062,3,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.199045,CUST_0063,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.199972,CUST_0064,2,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.200729,CUST_0065,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.201449,CUST_0066,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.202842,CUST_0067,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.203639,CUST_0068,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.204305,CUST_0069,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.205105,CUST_0070,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.205643,CUST_0071,2,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.206166,CUST_0072,2,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.206763,CUST_0073,1,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.207573,CUST_0074,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.208097,CUST_0075,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.208585,CUST_0076,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.209085,CUST_0077,3,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.209554,CUST_0078,0,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.210012,CUST_0079,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.210469,CUST_0080,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.210962,CUST_0081,3,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.211486,CUST_0082,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.212248,CUST_0083,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.213046,CUST_0084,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.213691,CUST_0085,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.214348,CUST_0086,0,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.215113,CUST_0087,2,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.215770,CUST_0088,1,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.217109,CUST_0089,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.217648,CUST_0090,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.218148,CUST_0091,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.219474,CUST_0092,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.220376,CUST_0093,0,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.220916,CUST_0094,0,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.221563,CUST_0095,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.222156,CUST_0096,3,DSL_Contract,DSL,Contract
2026-02-27T13:39:00.222788,CUST_0097,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:39:00.223312,CUST_0098,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:39:00.223813,CUST_0099,3,DSL_MTM,DSL,MTM
2026-02-27T13:39:00.224311,CUST_0100,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.664950,CUST_0001,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.674514,CUST_0002,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.677832,CUST_0003,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.679960,CUST_0004,1,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.680736,CUST_0005,3,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.681328,CUST_0006,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.681875,CUST_0007,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.683357,CUST_0008,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.685196,CUST_0009,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.687665,CUST_0010,2,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.690573,CUST_0011,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.692360,CUST_0012,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.694172,CUST_0013,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.696182,CUST_0014,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.697874,CUST_0015,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.698633,CUST_0016,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.699293,CUST_0017,1,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.700820,CUST_0018,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.702944,CUST_0019,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.705161,CUST_0020,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.706187,CUST_0021,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.706841,CUST_0022,3,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.707398,CUST_0023,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.708075,CUST_0024,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.708872,CUST_0025,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.709558,CUST_0026,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.711195,CUST_0027,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.711919,CUST_0028,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.712450,CUST_0029,2,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.712977,CUST_0030,1,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.713502,CUST_0031,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.714049,CUST_0032,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.714537,CUST_0033,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.715008,CUST_0034,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.715689,CUST_0035,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.716438,CUST_0036,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.717078,CUST_0037,2,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.717672,CUST_0038,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.718212,CUST_0039,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.718746,CUST_0040,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.719242,CUST_0041,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.719734,CUST_0042,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.720227,CUST_0043,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.720706,CUST_0044,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.721173,CUST_0045,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.721744,CUST_0046,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.722407,CUST_0047,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.723529,CUST_0048,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.724194,CUST_0049,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.725444,CUST_0050,1,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.727983,CUST_0051,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.728571,CUST_0052,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.731620,CUST_0053,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.733670,CUST_0054,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.735087,CUST_0055,3,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.736308,CUST_0056,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.737723,CUST_0057,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.740714,CUST_0058,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.743690,CUST_0059,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.745329,CUST_0060,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.746521,CUST_0061,3,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.747557,CUST_0062,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.749161,CUST_0063,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.750122,CUST_0064,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.751935,CUST_0065,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.752573,CUST_0066,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.757160,CUST_0067,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.758184,CUST_0068,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.759095,CUST_0069,1,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.759667,CUST_0070,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.760421,CUST_0071,2,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.761438,CUST_0072,2,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.762507,CUST_0073,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.763468,CUST_0074,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.764411,CUST_0075,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.765510,CUST_0076,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.766331,CUST_0077,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.767036,CUST_0078,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.767591,CUST_0079,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.768261,CUST_0080,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.770298,CUST_0081,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.771023,CUST_0082,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.771626,CUST_0083,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.772335,CUST_0084,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.772928,CUST_0085,3,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.773582,CUST_0086,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.774272,CUST_0087,2,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.775356,CUST_0088,1,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.776611,CUST_0089,2,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.778677,CUST_0090,0,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.780986,CUST_0091,0,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.783339,CUST_0092,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.784955,CUST_0093,0,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.785874,CUST_0094,0,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.786608,CUST_0095,1,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.787315,CUST_0096,3,DSL_Contract,DSL,Contract
2026-02-27T13:54:35.788172,CUST_0097,2,Fiber_Contract,Fiber,Contract
2026-02-27T13:54:35.789703,CUST_0098,3,Fiber_MTM,Fiber,MTM
2026-02-27T13:54:35.791744,CUST_0099,3,DSL_MTM,DSL,MTM
2026-02-27T13:54:35.793077,CUST_0100,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.129383,CUST_0001,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.133806,CUST_0002,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.135400,CUST_0003,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.136395,CUST_0004,1,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.136974,CUST_0005,3,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.137472,CUST_0006,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.138200,CUST_0007,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.138820,CUST_0008,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.139252,CUST_0009,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.139704,CUST_0010,2,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.140288,CUST_0011,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.140791,CUST_0012,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.141262,CUST_0013,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.141710,CUST_0014,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.142138,CUST_0015,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.142558,CUST_0016,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.142992,CUST_0017,1,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.143579,CUST_0018,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.144374,CUST_0019,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.145279,CUST_0020,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.145757,CUST_0021,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.146222,CUST_0022,3,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.147649,CUST_0023,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.148187,CUST_0024,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.148723,CUST_0025,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.149850,CUST_0026,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.150317,CUST_0027,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.150888,CUST_0028,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.151313,CUST_0029,2,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.151749,CUST_0030,1,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.152162,CUST_0031,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.152727,CUST_0032,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.153244,CUST_0033,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.153732,CUST_0034,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.154198,CUST_0035,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.154636,CUST_0036,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.155082,CUST_0037,2,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.155502,CUST_0038,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.155932,CUST_0039,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.156352,CUST_0040,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.156920,CUST_0041,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.157816,CUST_0042,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.158490,CUST_0043,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.158906,CUST_0044,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.160240,CUST_0045,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.160697,CUST_0046,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.161214,CUST_0047,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.162384,CUST_0048,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.163225,CUST_0049,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.163669,CUST_0050,1,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.164124,CUST_0051,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.164830,CUST_0052,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.165295,CUST_0053,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.166155,CUST_0054,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.166577,CUST_0055,3,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.167005,CUST_0056,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.167416,CUST_0057,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.168763,CUST_0058,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.169416,CUST_0059,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.169948,CUST_0060,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.170358,CUST_0061,3,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.170781,CUST_0062,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.171202,CUST_0063,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.171669,CUST_0064,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.172390,CUST_0065,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.172900,CUST_0066,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.173319,CUST_0067,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.173859,CUST_0068,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.175140,CUST_0069,1,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.175582,CUST_0070,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.175997,CUST_0071,2,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.176397,CUST_0072,2,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.176790,CUST_0073,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.177180,CUST_0074,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.177827,CUST_0075,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.178606,CUST_0076,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.179025,CUST_0077,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.179601,CUST_0078,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.180388,CUST_0079,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.180808,CUST_0080,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.181214,CUST_0081,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.181608,CUST_0082,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.182007,CUST_0083,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.182402,CUST_0084,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.182807,CUST_0085,3,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.183199,CUST_0086,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.183590,CUST_0087,2,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.183991,CUST_0088,1,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.184537,CUST_0089,2,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.185476,CUST_0090,0,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.187161,CUST_0091,0,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.187863,CUST_0092,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.188268,CUST_0093,0,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.189302,CUST_0094,0,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.189757,CUST_0095,1,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.190244,CUST_0096,3,DSL_Contract,DSL,Contract
2026-02-28T17:53:32.190671,CUST_0097,2,Fiber_Contract,Fiber,Contract
2026-02-28T17:53:32.191077,CUST_0098,3,Fiber_MTM,Fiber,MTM
2026-02-28T17:53:32.191485,CUST_0099,3,DSL_MTM,DSL,MTM
2026-02-28T17:53:32.192004,CUST_0100,1,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.355080,CUST_0001,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.362795,CUST_0002,0,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.370855,CUST_0003,0,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.372539,CUST_0004,1,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.374247,CUST_0005,3,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.376419,CUST_0006,2,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.377567,CUST_0007,0,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.378221,CUST_0008,3,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.378815,CUST_0009,0,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.379381,CUST_0010,2,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.380067,CUST_0011,0,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.380765,CUST_0012,3,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.381415,CUST_0013,0,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.383216,CUST_0014,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.384406,CUST_0015,1,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.386305,CUST_0016,2,Fiber_MTM,Fiber,MTM
2026-02-28T18:06:42.388729,CUST_0017,1,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.390739,CUST_0018,1,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.391605,CUST_0019,0,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.392621,CUST_0020,3,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.393327,CUST_0021,0,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.396223,CUST_0022,3,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.397567,CUST_0023,2,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.398463,CUST_0024,3,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.399074,CUST_0025,1,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.403074,CUST_0026,1,DSL_MTM,DSL,MTM
2026-02-28T18:06:42.405334,CUST_0027,3,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.406100,CUST_0028,2,Fiber_Contract,Fiber,Contract
2026-02-28T18:06:42.406737,CUST_0029,2,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.407314,CUST_0030,1,DSL_Contract,DSL,Contract
2026-02-28T18:06:42.407869,CUST_0031,1,Fiber_Contract,Fiber,Contract
